,Years In Business,percent,Year Start,Industry,Region,Capital
0,0,99.1321118611379,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
1,1,96.1427193828351,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
2,2,93.24975891996142,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
3,3,91.22468659594986,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
4,4,89.00675024108004,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
5,5,79.07425265188043,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
6,6,72.22757955641273,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
7,7,66.73095467695275,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
8,8,61.427193828351015,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
9,9,58.53423336547734,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,<1M
0,0,97.70992366412214,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
1,1,95.41984732824427,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
2,2,92.36641221374046,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
3,3,90.07633587786259,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
4,4,89.31297709923665,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
5,5,80.1526717557252,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
6,6,76.33587786259542,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
7,7,73.2824427480916,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
8,8,65.64885496183206,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
9,9,61.06870229007634,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,1M-3M
0,0,89.47368421052632,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,9M-11M
1,1,84.21052631578948,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,9M-11M
2,2,78.94736842105263,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,9M-11M
3,3,68.42105263157895,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,9M-11M
0,0,93.05555555555556,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
1,1,90.27777777777777,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
2,2,86.11111111111111,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
3,3,84.72222222222223,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
4,4,81.94444444444444,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
5,5,76.38888888888889,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
6,6,72.22222222222223,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
7,7,70.83333333333333,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
8,8,69.44444444444444,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,3M-5M
0,0,96.96969696969697,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,>11M
1,1,93.93939393939394,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,>11M
2,2,90.9090909090909,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,>11M
3,3,87.87878787878788,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,>11M
4,4,84.84848484848484,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,>11M
5,5,81.81818181818181,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,>11M
6,6,72.72727272727272,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,>11M
0,0,50.0,2009,330000 : การผลิตอื่น ๆ,Bangkok and Vicinity,5M-7M
0,0,93.97590361445783,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
1,1,92.7710843373494,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
2,2,89.75903614457832,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
3,3,89.1566265060241,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
4,4,75.90361445783132,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
5,5,69.87951807228916,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
6,6,62.65060240963855,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
7,7,56.024096385542165,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
8,8,50.602409638554214,2009,330000 : การผลิตอื่น ๆ,Eastern,<1M
0,0,97.43589743589743,2009,330000 : การผลิตอื่น ๆ,Eastern,1M-3M
1,1,94.87179487179488,2009,330000 : การผลิตอื่น ๆ,Eastern,1M-3M
2,2,92.3076923076923,2009,330000 : การผลิตอื่น ๆ,Eastern,1M-3M
3,3,79.48717948717949,2009,330000 : การผลิตอื่น ๆ,Eastern,1M-3M
4,4,74.35897435897436,2009,330000 : การผลิตอื่น ๆ,Eastern,1M-3M
5,5,69.23076923076923,2009,330000 : การผลิตอื่น ๆ,Eastern,1M-3M
6,6,64.1025641025641,2009,330000 : การผลิตอื่น ๆ,Eastern,1M-3M
7,7,61.53846153846154,2009,330000 : การผลิตอื่น ๆ,Eastern,1M-3M
0,0,85.71428571428571,2009,330000 : การผลิตอื่น ๆ,Eastern,9M-11M
0,0,94.11764705882354,2009,330000 : การผลิตอื่น ๆ,Eastern,3M-5M
1,1,88.23529411764706,2009,330000 : การผลิตอื่น ๆ,Eastern,3M-5M
2,2,82.35294117647058,2009,330000 : การผลิตอื่น ๆ,Eastern,3M-5M
3,3,76.47058823529412,2009,330000 : การผลิตอื่น ๆ,Eastern,3M-5M
4,4,70.58823529411765,2009,330000 : การผลิตอื่น ๆ,Eastern,3M-5M
0,0,96.55172413793103,2009,330000 : การผลิตอื่น ๆ,Eastern,>11M
1,1,93.10344827586206,2009,330000 : การผลิตอื่น ๆ,Eastern,>11M
0,0,0.0,2009,330000 : การผลิตอื่น ๆ,Eastern,5M-7M
0,0,98.46153846153847,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
1,1,95.38461538461539,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
2,2,93.84615384615384,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
3,3,92.3076923076923,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
4,4,75.38461538461539,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
5,5,64.61538461538461,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
6,6,60.0,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
7,7,53.84615384615385,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
8,8,49.23076923076923,2009,330000 : การผลิตอื่น ๆ,Northern,<1M
0,0,83.33333333333333,2009,330000 : การผลิตอื่น ๆ,Northern,1M-3M
1,1,75.0,2009,330000 : การผลิตอื่น ๆ,Northern,1M-3M
2,2,66.66666666666666,2009,330000 : การผลิตอื่น ๆ,Northern,1M-3M
3,3,58.333333333333336,2009,330000 : การผลิตอื่น ๆ,Northern,1M-3M
4,4,50.0,2009,330000 : การผลิตอื่น ๆ,Northern,1M-3M
0,0,80.0,2009,330000 : การผลิตอื่น ๆ,Northern,3M-5M
1,1,60.0,2009,330000 : การผลิตอื่น ๆ,Northern,3M-5M
0,0,97.72727272727273,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
1,1,93.18181818181819,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
2,2,88.63636363636364,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
3,3,84.0909090909091,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
4,4,75.0,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
5,5,59.09090909090909,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
6,6,45.45454545454545,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
7,7,40.90909090909091,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
8,8,36.36363636363637,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
9,9,34.09090909090909,2009,330000 : การผลิตอื่น ๆ,Northeastern,<1M
0,0,87.5,2009,330000 : การผลิตอื่น ๆ,Northeastern,1M-3M
1,1,62.5,2009,330000 : การผลิตอื่น ๆ,Northeastern,1M-3M
2,2,50.0,2009,330000 : การผลิตอื่น ๆ,Northeastern,1M-3M
0,0,92.3076923076923,2009,330000 : การผลิตอื่น ๆ,Northeastern,3M-5M
0,0,85.18518518518519,2009,330000 : การผลิตอื่น ๆ,Southern,<1M
1,1,81.48148148148148,2009,330000 : การผลิตอื่น ๆ,Southern,<1M
2,2,77.77777777777777,2009,330000 : การผลิตอื่น ๆ,Southern,<1M
3,3,74.07407407407408,2009,330000 : การผลิตอื่น ๆ,Southern,<1M
4,4,66.66666666666666,2009,330000 : การผลิตอื่น ๆ,Southern,<1M
5,5,59.25925925925926,2009,330000 : การผลิตอื่น ๆ,Southern,<1M
0,0,83.33333333333333,2009,330000 : การผลิตอื่น ๆ,Southern,1M-3M
1,1,75.0,2009,330000 : การผลิตอื่น ๆ,Southern,1M-3M
2,2,58.333333333333336,2009,330000 : การผลิตอื่น ๆ,Southern,1M-3M
3,3,50.0,2009,330000 : การผลิตอื่น ๆ,Southern,1M-3M
0,0,80.0,2009,330000 : การผลิตอื่น ๆ,Southern,3M-5M
0,0,95.83333333333333,2009,330000 : การผลิตอื่น ๆ,Western,<1M
1,1,87.5,2009,330000 : การผลิตอื่น ๆ,Western,<1M
2,2,75.0,2009,330000 : การผลิตอื่น ๆ,Western,<1M
3,3,70.83333333333333,2009,330000 : การผลิตอื่น ๆ,Western,<1M
4,4,62.5,2009,330000 : การผลิตอื่น ๆ,Western,<1M
5,5,58.333333333333336,2009,330000 : การผลิตอื่น ๆ,Western,<1M
6,6,54.166666666666664,2009,330000 : การผลิตอื่น ๆ,Western,<1M
0,0,98.46153846153847,2009,330000 : การผลิตอื่น ๆ,Central,<1M
1,1,96.92307692307692,2009,330000 : การผลิตอื่น ๆ,Central,<1M
2,2,95.38461538461539,2009,330000 : การผลิตอื่น ๆ,Central,<1M
3,3,92.3076923076923,2009,330000 : การผลิตอื่น ๆ,Central,<1M
4,4,86.15384615384616,2009,330000 : การผลิตอื่น ๆ,Central,<1M
5,5,80.0,2009,330000 : การผลิตอื่น ๆ,Central,<1M
6,6,75.38461538461539,2009,330000 : การผลิตอื่น ๆ,Central,<1M
7,7,67.6923076923077,2009,330000 : การผลิตอื่น ๆ,Central,<1M
8,8,60.0,2009,330000 : การผลิตอื่น ๆ,Central,<1M
0,0,91.66666666666667,2009,330000 : การผลิตอื่น ๆ,Central,1M-3M
1,1,83.33333333333333,2009,330000 : การผลิตอื่น ๆ,Central,1M-3M
2,2,75.0,2009,330000 : การผลิตอื่น ๆ,Central,1M-3M
3,3,66.66666666666666,2009,330000 : การผลิตอื่น ๆ,Central,1M-3M
4,4,58.333333333333336,2009,330000 : การผลิตอื่น ๆ,Central,1M-3M
5,5,50.0,2009,330000 : การผลิตอื่น ๆ,Central,1M-3M
0,0,83.33333333333333,2009,330000 : การผลิตอื่น ๆ,Central,3M-5M
1,1,66.66666666666666,2009,330000 : การผลิตอื่น ๆ,Central,3M-5M
2,2,50.0,2009,330000 : การผลิตอื่น ๆ,Central,3M-5M
3,3,33.33333333333333,2009,330000 : การผลิตอื่น ๆ,Central,3M-5M
0,0,99.40564635958395,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
1,1,95.31946508172362,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
2,2,91.08469539375929,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
3,3,87.29569093610698,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
4,4,83.6552748885587,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
5,5,75.92867756315007,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
6,6,69.16790490341754,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
7,7,63.52154531946508,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
8,8,57.35512630014859,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
9,9,53.19465081723626,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,<1M
0,0,99.24812030075188,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
1,1,96.2406015037594,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
2,2,92.4812030075188,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
3,3,90.97744360902256,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
4,4,86.46616541353383,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
5,5,77.44360902255639,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
6,6,71.42857142857143,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
7,7,64.66165413533835,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
8,8,62.40601503759399,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
9,9,60.150375939849624,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,1M-3M
0,0,93.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,9M-11M
1,1,86.66666666666667,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,9M-11M
2,2,80.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,9M-11M
3,3,73.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,9M-11M
4,4,66.66666666666666,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,9M-11M
0,0,95.83333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,3M-5M
1,1,89.58333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,3M-5M
2,2,87.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,3M-5M
3,3,83.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,3M-5M
4,4,81.25,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,3M-5M
5,5,77.08333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,3M-5M
6,6,72.91666666666667,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,3M-5M
7,7,68.75,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,3M-5M
0,0,50.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,7M-9M
0,0,91.66666666666667,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,>11M
1,1,83.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,>11M
2,2,75.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,>11M
0,0,33.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,5M-7M
1,1,0.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Bangkok and Vicinity,5M-7M
0,0,96.08938547486034,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
1,1,89.3854748603352,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
2,2,82.12290502793296,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
3,3,78.2122905027933,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
4,4,71.50837988826815,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
5,5,59.77653631284916,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
6,6,56.42458100558659,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
7,7,55.865921787709496,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
8,8,48.60335195530726,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,<1M
0,0,96.15384615384616,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,1M-3M
1,1,88.46153846153847,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,1M-3M
2,2,80.76923076923077,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,1M-3M
3,3,73.07692307692308,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,1M-3M
4,4,65.38461538461539,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,1M-3M
5,5,57.69230769230769,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,1M-3M
0,0,85.71428571428571,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,3M-5M
0,0,50.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Eastern,5M-7M
0,0,99.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
1,1,96.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
2,2,91.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
3,3,88.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
4,4,87.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
5,5,69.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
6,6,61.333333333333336,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
7,7,51.333333333333336,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
8,8,42.666666666666664,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
9,9,39.333333333333336,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,<1M
0,0,95.83333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,1M-3M
1,1,91.66666666666667,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,1M-3M
2,2,87.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,1M-3M
3,3,79.16666666666667,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,1M-3M
4,4,75.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,1M-3M
5,5,58.333333333333336,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,1M-3M
6,6,45.833333333333336,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,1M-3M
0,0,91.66666666666667,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,3M-5M
1,1,75.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,3M-5M
2,2,58.333333333333336,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,3M-5M
0,0,0.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northern,>11M
0,0,98.3739837398374,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
1,1,96.7479674796748,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
2,2,95.1219512195122,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
3,3,88.6178861788618,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
4,4,84.55284552845528,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
5,5,73.98373983739837,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
6,6,64.22764227642276,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
7,7,56.91056910569106,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
8,8,50.40650406504065,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
9,9,45.52845528455285,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,<1M
0,0,96.66666666666667,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,1M-3M
1,1,90.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,1M-3M
2,2,80.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,1M-3M
3,3,76.66666666666667,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,1M-3M
4,4,70.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,1M-3M
5,5,66.66666666666666,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,1M-3M
6,6,56.666666666666664,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,1M-3M
7,7,50.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,1M-3M
0,0,80.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,3M-5M
1,1,60.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,3M-5M
2,2,40.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Northeastern,3M-5M
0,0,99.15966386554622,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
1,1,95.7983193277311,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
2,2,91.59663865546219,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
3,3,85.71428571428571,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
4,4,78.99159663865547,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
5,5,68.90756302521008,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
6,6,63.865546218487395,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
7,7,60.50420168067227,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
8,8,53.78151260504202,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
9,9,49.57983193277311,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,<1M
0,0,97.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
1,1,95.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
2,2,85.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
3,3,77.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
4,4,65.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
5,5,60.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
6,6,52.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
7,7,37.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
8,8,32.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,1M-3M
0,0,83.33333333333333,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,3M-5M
1,1,66.66666666666666,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,3M-5M
2,2,50.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Southern,3M-5M
0,0,96.29629629629629,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
1,1,92.5925925925926,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
2,2,85.18518518518519,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
3,3,81.48148148148148,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
4,4,77.77777777777777,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
5,5,70.37037037037037,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
6,6,62.96296296296296,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
7,7,48.148148148148145,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
8,8,46.2962962962963,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,<1M
0,0,66.66666666666666,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,1M-3M
0,0,0.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Western,3M-5M
0,0,97.95918367346938,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,<1M
1,1,91.83673469387755,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,<1M
2,2,87.75510204081633,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,<1M
3,3,85.71428571428571,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,<1M
4,4,81.63265306122449,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,<1M
5,5,75.51020408163265,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,<1M
6,6,71.42857142857143,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,<1M
7,7,65.3061224489796,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,<1M
0,0,87.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,1M-3M
1,1,75.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,1M-3M
2,2,62.5,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,1M-3M
3,3,50.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,1M-3M
0,0,50.0,2009,450000 : การขายปลีกสินค้าอื่นๆ,Central,>11M
0,0,98.47819724904888,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
1,1,93.06409130816506,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
2,2,89.0839918056775,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
3,3,86.39157155399474,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
4,4,83.46502780216565,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
5,5,71.23207491952004,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
6,6,64.20836991513023,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
7,7,59.29177641205736,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
8,8,54.46297922153936,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
9,9,51.06818846941762,2009,420000 : การขายส่ง,Bangkok and Vicinity,<1M
0,0,99.41348973607037,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
1,1,94.57478005865103,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
2,2,91.93548387096774,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
3,3,90.17595307917888,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
4,4,87.09677419354838,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
5,5,67.15542521994135,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
6,6,60.117302052785924,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
7,7,55.131964809384165,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
8,8,50.43988269794721,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
9,9,47.360703812316714,2009,420000 : การขายส่ง,Bangkok and Vicinity,1M-3M
0,0,98.21428571428571,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
